,Player,Team,Pos,Age,ID,HitTool,Discipline,Power,Speed,Durability
1591,Kyle Stowers,MIA,LF/RF/CF,27.8,669065,99.0,93.0,125.0,89.0,112.0
1592,Agustin Ramirez,MIA,C,24.1,682663,102.0,102.0,121.0,104.0,120.0
1593,Griffin Conine,MIA,LF/RF,28.3,665052,101.0,93.0,123.0,84.0,85.0
1594,Troy Johnston,MIA,1B/LF/RF,28.4,687859,109.0,95.0,102.0,117.0,112.0
1595,Otto Lopez,MIA,SS/2B/3B,27.1,672640,106.0,102.0,85.0,106.0,119.0
1596,Liam Hicks,MIA,C/1B,26.4,689414,103.0,125.0,94.0,86.0,107.0
1597,Connor Norby,MIA,3B/2B,25.4,681393,107.0,94.0,105.0,98.0,107.0
1598,Javier Sanoja,MIA,2B/3B/LF,23.2,691594,106.0,147.0,84.0,104.0,110.0
1599,Eric Wagaman,MIA,1B/LF/3B,28.2,676572,103.0,103.0,121.0,96.0,114.0
1600,Heriberto Hernandez,MIA,LF/RF,25.9,681715,97.0,100.0,120.0,95.0,109.0
1601,Joey Wiemer,MIA,CF/RF/LF,26.7,686894,94.0,100.0,101.0,103.0,112.0
1602,Brian Navarreto,MIA,C,30.8,640459,100.0,93.0,99.0,90.0,78.0
1603,Joe Mack,MIA,C,22.9,691788,103.0,91.0,114.0,89.0,106.0
1604,Spencer Bramwell,MIA,C,26.8,695426,98.0,85.0,,99.0,76.0
1605,Bennett Hostetler,MIA,C/3B/RF,28.1,702315,99.0,92.0,104.0,107.0,
1606,Ryan Ignoffo,MIA,C,25.3,813883,104.0,112.0,107.0,108.0,88.0
1607,Garret Forrester,MIA,C/1B/3B,24.0,807720,98.0,113.0,83.0,96.0,88.0
1608,Sam Praytor,MIA,C,26.6,671217,97.0,102.0,99.0,98.0,
1609,Victor Ortega,MIA,C,21.8,703861,104.0,124.0,74.0,90.0,85.0
1610,Connor Caskenette,MIA,C,23.4,683353,100.0,120.0,86.0,105.0,82.0
1611,Wilson Weber,MIA,C,23.5,701777,95.0,,,,
1612,Carlos L. Sanchez,MIA,C,21.1,801522,105.0,99.0,93.0,91.0,83.0
1613,Almen Tolentino,MIA,C,18.8,820958,,,,,
1614,Nixon Chirinos,MIA,C,20.0,808694,,,,,
1615,Jeremy Almonte,MIA,C,20.1,808503,,,,,
1616,Adrian Bello,MIA,C/1B,19.5,808705,,,,,
1617,Alexander Requena,MIA,C,20.1,808677,,,,,
1618,Deyvison De Los Santos,MIA,1B/3B,22.4,691277,99.0,88.0,112.0,99.0,105.0
1619,Nathan Martorella,MIA,1B,24.7,687210,104.0,106.0,107.0,94.0,117.0
1620,Nathan Martorella,MIA,1B,24.7,687210,100.0,106.0,107.0,94.0,117.0
1621,Tony Bullard,MIA,1B/3B,25.7,669233,102.0,94.0,106.0,102.0,
1622,Cam Clayton,MIA,1B/SS/3B,23.3,701784,99.0,109.0,96.0,97.0,85.0
1623,Chris Arroyo,MIA,1B,21.1,701360,98.0,,,,
1624,Julio Henriquez,MIA,1B,21.0,802082,102.0,,,127.0,
1625,Juan Alva,MIA,1B,19.7,829264,,,,,
1626,Jacob Berry,MIA,2B/RF/3B,24.5,694351,102.0,100.0,97.0,111.0,110.0
1627,Cody Morissette,MIA,2B/3B,25.8,681357,100.0,99.0,100.0,112.0,94.0
1628,Yiddi Cappe,MIA,2B/3B,23.1,691268,101.0,93.0,92.0,129.0,86.0
1629,Gage Miller,MIA,2B/3B,22.7,824028,103.0,110.0,94.0,109.0,99.0
1630,Drew Faurot,MIA,2B/3B/SS,22.1,702656,104.0,,,,
1631,Yoffry Solano,MIA,2B/SS,21.0,703200,,,,,
1632,Steven Herrera,MIA,2B/SS/3B,17.7,829749,,,,,
1633,Joseph Tailor,MIA,2B/3B/SS,19.4,808544,,,,,
1634,Graham Pauley,MIA,3B/1B/2B,25.1,688363,103.0,102.0,111.0,99.0,102.0
1635,Jack Winkler,MIA,3B/2B/SS,27.0,676466,100.0,94.0,95.0,116.0,98.0
1636,Jay Beshears,MIA,3B/1B/2B,23.5,810891,99.0,102.0,100.0,94.0,85.0
1637,Dub Gleed,MIA,3B/1B/2B,23.2,801957,99.0,108.0,,90.0,100.0
1638,Jesus Hernandez,MIA,3B/2B/LF,21.7,698929,101.0,103.0,100.0,117.0,92.0
1639,Echedry Vargas,MIA,3B/SS/1B,20.7,800448,102.0,86.0,106.0,111.0,93.0
1640,Abrahan Ramirez,MIA,3B/2B,21.1,800254,100.0,111.0,73.0,103.0,94.0
1641,Emilio Barreras,MIA,3B/2B/SS,22.1,808903,98.0,,,,
1642,Anthony Abreu,MIA,3B/SS/1B,17.8,829740,,,,,
1643,Jared Serna,MIA,SS/2B/CF,23.4,691858,99.0,107.0,97.0,109.0,104.0
1644,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,104.0,100.0,100.0,122.0,114.0
1645,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,104.0,100.0,93.0,122.0,114.0
1646,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,104.0,100.0,100.0,122.0,114.0
1647,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,104.0,100.0,93.0,122.0,114.0
1648,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,95.0,100.0,100.0,122.0,114.0
1649,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,95.0,100.0,93.0,122.0,114.0
1650,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,95.0,100.0,100.0,122.0,114.0
1651,Maximo Acosta,MIA,SS/2B/3B,23.0,691185,95.0,100.0,93.0,122.0,114.0
1652,Johnny Olmstead,MIA,SS/2B/3B,25.3,675394,102.0,98.0,101.0,117.0,113.0
1653,Payton Green,MIA,SS/2B/3B,22.8,700243,101.0,95.0,103.0,100.0,93.0
1654,Aiva Arquette,MIA,SS,22.0,804109,96.0,,,106.0,
1655,Chase Jaworsky,MIA,SS/2B,21.3,814172,102.0,102.0,97.0,127.0,86.0
1656,Wilfredo Lara,MIA,SS/3B/2B,21.5,702906,101.0,100.0,101.0,122.0,90.0
1657,Jesus Caba,MIA,SS/2B,19.9,806965,103.0,122.0,77.0,120.0,77.0
1658,Andrew Salas,MIA,SS/CF/2B,17.7,829035,95.0,110.0,76.0,125.0,109.0
1659,Carter Johnson,MIA,SS/2B,19.7,815793,99.0,92.0,88.0,101.0,105.0
1660,Johan Machado,MIA,SS/3B/2B,18.0,829721,,,,,
1661,Luis Arana,MIA,SS/3B/2B,17.6,829854,,,,,
1662,Diwarys Encarnacion,MIA,SS/3B/1B,20.0,827285,,,,,
1663,Victor Mesa Jr.,MIA,CF/LF/RF,24.2,683748,104.0,91.0,107.0,95.0,99.0
1664,Dane Myers,MIA,CF/RF/LF,29.7,667472,103.0,107.0,100.0,113.0,105.0
1665,Kemp Alderman,MIA,RF/LF,23.2,694580,103.0,90.0,120.0,108.0,110.0
1666,Andrew Pintar,MIA,CF/RF/LF,24.6,801464,99.0,95.0,97.0,116.0,91.0
1667,Matthew Etzel,MIA,LF/CF/RF,23.5,803033,102.0,100.0,98.0,124.0,99.0
1668,Shane Sasaki,MIA,CF/LF/RF,25.3,687071,102.0,98.0,85.0,124.0,95.0
1669,Grant Richardson,MIA,LF/RF/CF,26.3,685300,96.0,89.0,108.0,107.0,84.0
1670,Mark Coley II,MIA,CF/LF/RF,24.9,696501,99.0,89.0,103.0,126.0,93.0
1671,Fenwick Trimble,MIA,CF/RF/LF,23.2,814458,101.0,108.0,101.0,121.0,92.0
1672,Michael Snyder,MIA,LF/1B/3B,25.1,688617,100.0,116.0,94.0,105.0,100.0
1673,Emaarion Boyd,MIA,CF/LF/RF,22.2,702708,99.0,102.0,77.0,151.0,100.0
1674,Colby Shade,MIA,CF/LF/RF,24.2,694974,97.0,101.0,92.0,138.0,99.0
1675,Eric Rataczak,MIA,RF/LF,24.8,827388,99.0,106.0,102.0,102.0,93.0
1676,Cam Cannarella,MIA,CF,22.2,703448,102.0,,,104.0,
1677,Andres Valor,MIA,RF/CF/LF,20.0,808516,103.0,91.0,108.0,138.0,96.0
1678,Brandon Compton,MIA,LF/RF,22.0,703680,94.0,,,116.0,
1679,Dillon Head,MIA,CF/LF/RF,21.1,702977,99.0,107.0,95.0,126.0,93.0
1680,Ian Lewis,MIA,RF/3B/2B,22.7,691588,101.0,97.0,103.0,138.0,87.0
1681,Jacob Jenkins-Cowart,MIA,RF/LF/CF,22.9,801881,100.0,92.0,90.0,132.0,94.0
1682,Micah McDowell,MIA,LF/CF/RF,24.8,678093,100.0,110.0,,101.0,73.0
1683,PJ Morlando,MIA,LF/CF/RF,20.5,703563,98.0,104.0,102.0,99.0,78.0
1684,Esmil Valencia,MIA,CF/RF/LF,20.1,806982,103.0,87.0,98.0,155.0,111.0
1685,Max Williams,MIA,CF/LF/RF,21.2,703637,105.0,,,,
1686,Jake McCutcheon,MIA,LF/2B/RF,22.0,823817,,,,,
1687,John Cruz,MIA,RF/LF/CF,20.2,800476,98.0,92.0,80.0,105.0,
1688,Luis Cova,MIA,CF/LF/RF,18.8,815909,,,,,
1689,Jose M. Castro,MIA,RF/LF/CF,19.0,821078,,,,,
1690,Robert Y. Perez,MIA,LF/RF/CF,21.5,801265,,,,,
1691,David Shirley,MIA,RF/LF,17.7,835485,,,,,
1692,Sandy Presbot,MIA,CF/RF/LF,18.0,829715,,,,,
1693,Jeremy Pena,HOU,SS,28.1,665161,,,,101.0,114.0
1694,Yordan Alvarez,HOU,LF,28.4,670541,,,,90.0,91.0
1695,Jose Altuve,HOU,2B,35.5,514888,,,,89.0,125.0
1696,Carlos Correa,HOU,SS/3B,31.1,621043,,,,88.0,121.0
1697,Isaac Paredes,HOU,3B/1B/2B,26.7,670623,,,,90.0,109.0
1698,Christian Walker,HOU,1B,34.6,572233,,,,91.0,123.0
1699,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,98.0,101.0,121.0,110.0,110.0
1700,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,98.0,101.0,116.0,110.0,110.0
1701,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,98.0,97.0,121.0,110.0,110.0
1702,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,98.0,97.0,116.0,110.0,110.0
1703,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,98.0,92.0,121.0,110.0,110.0
1704,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,98.0,92.0,116.0,110.0,110.0
1705,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,97.0,101.0,121.0,110.0,110.0
1706,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,97.0,101.0,116.0,110.0,110.0
1707,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,97.0,97.0,121.0,110.0,110.0
1708,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,97.0,97.0,116.0,110.0,110.0
1709,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,97.0,92.0,121.0,110.0,110.0
1710,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,97.0,92.0,116.0,110.0,110.0
1711,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,92.0,101.0,121.0,110.0,110.0
1712,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,92.0,101.0,116.0,110.0,110.0
1713,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,92.0,97.0,121.0,110.0,110.0
1714,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,92.0,97.0,116.0,110.0,110.0
1715,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,92.0,92.0,121.0,110.0,110.0
1716,Zach Cole Jr.,HOU,CF/RF/LF,25.2,805904,92.0,92.0,116.0,110.0,110.0
1717,Yainer Diaz,HOU,C/1B,27.1,673237,,,,90.0,120.0
1718,Cam Smith,HOU,RF/3B,22.7,701358,102.0,,,95.0,119.0
1719,Cesar Salazar,HOU,C,29.6,663967,100.0,111.0,90.0,87.0,85.0
1720,Ramon Urias,HOU,3B/2B/1B,31.4,602104,,,,81.0,108.0
1721,Mauricio Dubon,HOU,2B/SS/LF,31.3,643289,,,,93.0,118.0
1722,Jesus Sanchez,HOU,RF/LF,28.1,660821,,,,101.0,117.0
1723,Collin Price,HOU,C/1B,26.0,805672,95.0,94.0,112.0,89.0,104.0
1724,Miguel Palma,HOU,C/1B,23.8,682692,101.0,98.0,95.0,82.0,
1725,Walker Janek,HOU,C,23.1,801075,100.0,90.0,106.0,121.0,97.0
1726,Will Bush,HOU,C/1B,21.7,813844,97.0,105.0,111.0,95.0,97.0
1727,Jancel Villarroel,HOU,C/LF/2B,20.8,806611,102.0,102.0,102.0,108.0,102.0
1728,Jason Schiavone,HOU,C/1B,22.6,828395,90.0,113.0,109.0,103.0,91.0
1729,John Garcia,HOU,C,25.1,801039,97.0,98.0,96.0,98.0,93.0
1730,Yosweld Vasquez,HOU,C/1B,21.0,811633,,,,,
1731,Carlos Cauro,HOU,C/1B,20.4,803426,,,,,
1732,Andrews Sosa,HOU,C/1B/2B,20.8,806237,,,,,
1733,Jase Mitchell,HOU,C,19.1,834234,,,,,
1734,Luis F. De Leon,HOU,C/1B,18.8,825479,,,,,
1735,Wes Clarke,HOU,1B,26.1,682265,98.0,114.0,117.0,85.0,101.0
1736,Garret Guillemette,HOU,1B/C,24.2,695048,100.0,96.0,106.0,89.0,90.0
1737,Zach Daudet,HOU,1B/3B/2B,22.4,836055,99.0,,,112.0,
1738,Arturo Flores,HOU,1B/C,20.1,829251,94.0,,,,
1739,Brice Matthews,HOU,2B/SS/CF,23.6,694728,95.0,98.0,112.0,124.0,108.0
1740,Alejandro Nunez,HOU,2B/3B/SS,21.2,805168,106.0,87.0,99.0,118.0,101.0
1741,Pascanel Ferreras,HOU,2B/SS/3B,23.9,814299,102.0,94.0,97.0,103.0,106.0
1742,Narbe Cruz,HOU,2B/3B/SS,25.1,700358,104.0,94.0,103.0,92.0,
1743,Kyle Walker,HOU,2B/SS,22.8,809143,103.0,,,,
1744,Alberto Hernandez,HOU,2B/SS/LF,21.7,800516,100.0,108.0,90.0,117.0,102.0
1745,Hector Salas,HOU,2B/3B/SS,21.6,827504,96.0,106.0,,119.0,104.0
1746,Darwin De Leon,HOU,2B/3B/SS,22.0,805816,,,,,
1747,Sami Manzueta,HOU,2B/3B/SS,17.2,832795,,,,,
1748,Shay Whitcomb,HOU,3B/2B/LF,27.1,694376,97.0,94.0,120.0,102.0,114.0
1749,Wilton Lara,HOU,3B/1B/SS,21.8,801258,,,,,
1750,Xavier Neyens,HOU,3B,19.0,815832,,,,,
1751,Camilo Diaz,HOU,3B/SS,20.2,806969,,,,,
1752,Juan R. Rojas,HOU,3B/2B/1B,17.8,829863,,,,,
1753,Tommy Sacco Jr.,HOU,SS/LF/2B,26.5,690474,101.0,100.0,90.0,101.0,107.0
1754,Ryan Johnson,HOU,SS/2B/CF,24.9,802459,95.0,89.0,108.0,102.0,
1755,Edwin Diaz (oak),HOU,SS/3B/1B,30.2,641521,94.0,99.0,112.0,93.0,102.0
1756,Jeron Williams,HOU,SS/2B/3B,25.1,700784,106.0,96.0,93.0,126.0,94.0
1757,Caden Powell,HOU,SS/3B/2B,22.0,702547,96.0,94.0,112.0,131.0,92.0
1758,Max Holy,HOU,SS/2B,23.3,802959,93.0,115.0,88.0,133.0,98.0
1759,Nick Monistere,HOU,SS/3B/2B,21.8,823809,100.0,,,109.0,
1760,German Ramirez,HOU,SS/3B/2B,19.3,806993,100.0,,,,
1761,Anderson Areinamo,HOU,SS/2B/3B,18.5,829868,,,,,
1762,Santiago Martinez,HOU,SS/3B/2B,18.1,825422,,,,,
1763,Jacob Melton,HOU,CF/LF/RF,25.2,689200,99.0,100.0,117.0,131.0,88.0
1764,Kenedy Corona,HOU,CF/RF/LF,25.6,685744,101.0,95.0,94.0,113.0,108.0
1765,Jake Meyers,HOU,CF,29.4,676694,,,,91.0,109.0
1766,Chas McCormick,HOU,CF/LF/RF,30.5,676801,101.0,,,113.0,98.0
1767,Taylor Trammell,HOU,CF/LF/RF,28.1,666211,99.0,100.0,120.0,101.0,84.0
1768,Zach Dezenzo,HOU,LF/RF/1B,25.5,701305,102.0,95.0,120.0,98.0,81.0
1769,Pedro Leon,HOU,CF/RF/LF,27.4,694175,99.0,90.0,116.0,108.0,
1770,Colin Barber,HOU,RF/LF/CF,24.9,683145,100.0,95.0,99.0,93.0,95.0
1771,Joseph Sullivan,HOU,CF/LF/RF,23.3,813896,96.0,119.0,116.0,120.0,103.0
1772,Luis A. Baez,HOU,RF/LF/1B,21.8,800232,103.0,89.0,100.0,97.0,87.0
1773,Luis A. Baez,HOU,RF/LF/1B,21.8,800232,102.0,89.0,100.0,97.0,87.0
1774,Lucas Spence,HOU,CF/RF/LF,22.8,828599,98.0,106.0,102.0,113.0,107.0
1775,Tyler Whitaker,HOU,RF/LF/1B,23.3,696264,95.0,99.0,100.0,109.0,102.0
1776,Yamal Encarnacion,HOU,RF/CF/2B,22.2,699043,102.0,107.0,93.0,124.0,
1777,Ethan Frey,HOU,CF/RF/LF,21.6,703676,100.0,,,114.0,
1778,Cesar Y. Hernandez,HOU,LF/RF/CF,22.5,821009,100.0,100.0,104.0,127.0,89.0
1779,Drew Brutcher,HOU,RF/LF/CF,23.7,695046,99.0,107.0,96.0,89.0,107.0
1780,Kenni Gomez,HOU,CF/RF/LF,20.5,703198,104.0,85.0,100.0,124.0,99.0
1781,Chase Call,HOU,LF/RF,23.5,813842,96.0,,,123.0,
1782,Anthony Huezo,HOU,CF/LF/RF,20.0,805953,98.0,,,122.0,
1783,Luis Rives,HOU,LF/RF/CF,21.1,823878,,,,,
1784,Karniel Pratt,HOU,LF/RF/CF,20.8,805043,,,,,
1785,Juan Sierra,HOU,RF/1B/LF,19.9,808027,,,,,
1786,Kevin Alvarez,HOU,CF/LF/RF,17.8,829037,,,,,
1787,Ariel Lebron,HOU,CF/LF/RF,20.5,808360,,,,,
1788,Yensi De La Cruz,HOU,CF/RF/LF,18.4,825570,,,,,
1789,Luis Quesada,HOU,RF/LF/1B,20.8,809683,,,,,
1790,Shohei Ohtani,LAD,DH/SP,31.3,660271,,,,102.0,128.0
1791,Mookie Betts,LAD,SS/RF,33.1,605141,,,,95.0,124.0
1792,Freddie Freeman,LAD,1B,36.1,518692,,,,93.0,126.0
1793,Will Smith,LAD,C,30.6,669257,,,,91.0,109.0
1794,Teoscar Hernandez,LAD,RF/LF,33.1,606192,,,,95.0,122.0
1795,Tommy Edman,LAD,2B/CF/SS,30.5,669242,102.0,,,92.0,107.0
1796,Andy Pages,LAD,CF/RF/LF,24.9,681624,103.0,102.0,,102.0,122.0
1797,Hyeseong Kim,LAD,2B/CF/SS,26.8,808975,105.0,,,118.0,97.0
1798,Alex Freeland,LAD,SS/3B/2B,24.2,690976,100.0,110.0,103.0,104.0,112.0
1799,Ben Rortvedt,LAD,C,28.1,666163,98.0,99.0,100.0,84.0,92.0
1800,Ryan Ward,LAD,LF/1B/RF,27.7,669899,101.0,100.0,114.0,101.0,118.0
1801,Alex Call,LAD,RF/LF/CF,31.1,669743,96.0,120.0,103.0,95.0,111.0
1802,Esteury Ruiz,LAD,LF/CF/RF,26.7,665923,101.0,106.0,105.0,142.0,113.0
1803,Shohei Ohtani,LAD,DH/SP,31.3,660271,,,,102.0,128.0
1804,Max Muncy,LAD,3B/1B,35.2,571970,,,,91.0,110.0
1805,Dalton Rushing,LAD,C/1B/LF,24.7,687221,99.0,110.0,120.0,83.0,96.0
1806,Griffin Lockwood-Powell,LAD,C/1B,27.7,674976,99.0,111.0,101.0,81.0,93.0
1807,Yeiner Fernandez,LAD,C/2B/3B,23.1,691558,105.0,115.0,87.0,87.0,97.0
1808,Nelson Quiroz,LAD,C,24.0,685716,111.0,124.0,89.0,81.0,75.0
1809,Frank Rodriguez,LAD,C,24.1,684491,101.0,94.0,97.0,83.0,79.0
1810,Jesus Galiz,LAD,C,21.9,694188,102.0,89.0,105.0,88.0,
1811,Victor Rodrigues,LAD,C/1B,21.1,800332,100.0,135.0,87.0,97.0,90.0
1812,Angel Diaz,LAD,C/1B,21.7,801225,98.0,,,81.0,
1813,Francisco Espinoza,LAD,C/1B,18.6,821689,,,,,
1814,Gio Cueto,LAD,C,22.3,695530,98.0,,,89.0,
1815,Bryan Gonzalez (lad),LAD,C/2B,20.3,811314,,,,,
1816,Jhon Gil,LAD,C/2B/CF,17.9,830459,,,,,
1817,Jose D. Rivas,LAD,C/1B,17.6,830449,,,,,
1818,Euri Rosa,LAD,C/1B,18.3,821817,,,,,
1819,Joe Vetrano,LAD,1B,23.5,694838,98.0,94.0,98.0,110.0,96.0
1820,Cameron Decker,LAD,1B/LF/RF,22.1,806306,98.0,97.0,122.0,98.0,76.0
1821,Jose Meza,LAD,1B/RF/LF,22.5,691561,97.0,103.0,102.0,110.0,114.0
1822,Edwin Sanchez,LAD,1B/RF/CF,21.3,703405,,,,,
1823,Jose D. Gonzalez,LAD,1B/RF/CF,20.8,806919,,,,,
1824,Austin Gauthier,LAD,2B/3B,26.5,702789,102.0,120.0,83.0,94.0,110.0
1825,Taylor Young,LAD,2B/3B/SS,27.2,805891,100.0,120.0,89.0,119.0,114.0
1826,Nicolas Perez,LAD,2B/SS,21.1,703639,102.0,,101.0,134.0,86.0
1827,Sam Mongelli,LAD,2B/3B/LF,24.7,815044,97.0,98.0,96.0,113.0,
1828,Oswaldo Osorio,LAD,2B/3B/1B,20.6,800424,92.0,101.0,98.0,102.0,74.0
1829,Javier Herrera,LAD,2B/LF/RF,20.7,808223,,,,,
1830,Raynerd Ortega,LAD,2B/3B/SS,20.3,800380,99.0,,,,
1831,Reyli Mariano,LAD,2B/SS/3B,19.0,821697,,,,,
1832,Kody Hoese,LAD,3B/1B/2B,28.3,682210,104.0,103.0,93.0,84.0,98.0
1833,Kyle Nevin,LAD,3B/1B/LF,24.2,693819,100.0,98.0,98.0,103.0,84.0
1834,Logan Wagner,LAD,3B/2B,21.7,702488,98.0,101.0,108.0,104.0,106.0
1835,Jake Gelof,LAD,3B/2B,23.7,695372,99.0,100.0,115.0,109.0,109.0
1836,Mairoshendrick Martinus,LAD,3B/CF/SS,20.7,800302,99.0,89.0,99.0,114.0,113.0
1837,Chase Harlan,LAD,3B/1B,19.3,815792,96.0,,,89.0,
1838,Moises Bolivar,LAD,3B/2B/RF,18.3,821240,,,,,
1839,Harold Gonzalez,LAD,3B/2B/1B,19.2,808339,,,,,
1840,Noah Miller,LAD,SS/2B,23.0,695653,106.0,100.0,85.0,91.0,115.0
1841,Sean McLain,LAD,SS/3B/2B,24.6,683169,100.0,101.0,94.0,101.0,101.0
1842,Elijah Hainline,LAD,SS/2B/3B,22.9,809944,99.0,110.0,98.0,112.0,110.0
1843,Jordan Thompson,LAD,SS/2B/LF,23.8,691948,99.0,91.0,99.0,104.0,98.0
1844,Jose D. Hernandez,LAD,SS/LF/3B,22.5,691559,,,,,
1845,Emil Morales,LAD,SS/3B/2B,19.1,815896,99.0,,,102.0,
1846,Joendry Vargas,LAD,SS/3B/2B,20.0,806959,99.0,,,150.0,
1847,Kellon Lindsey,LAD,SS,20.1,813916,93.0,,,113.0,
1848,Aidan West,LAD,SS,18.5,828140,,,,,
1849,Daniel Mielcark,LAD,SS/3B/2B,19.9,808028,,,,,
1850,Justin Dean,LAD,CF/RF/LF,28.9,681909,100.0,100.0,84.0,128.0,104.0
1851,James Tibbs III,LAD,RF/LF/1B,23.1,696486,98.0,112.0,112.0,94.0,109.0
1852,Chris Newell,LAD,CF/RF/LF,24.5,683006,97.0,96.0,116.0,107.0,111.0
1853,Kole Myers,LAD,LF/CF/RF,24.8,801887,98.0,116.0,90.0,119.0,109.0
1854,Jose Ramos,LAD,RF/CF/LF,24.8,682947,97.0,92.0,105.0,98.0,103.0
1855,Jose Ramos,LAD,RF/CF/LF,24.8,682947,97.0,92.0,103.0,98.0,103.0
1856,Jose Ramos,LAD,RF/CF/LF,24.8,682947,97.0,91.0,105.0,98.0,103.0
1857,Jose Ramos,LAD,RF/CF/LF,24.8,682947,97.0,91.0,103.0,98.0,103.0
1858,Jose Ramos,LAD,RF/CF/LF,24.8,682947,96.0,92.0,105.0,98.0,103.0
1859,Jose Ramos,LAD,RF/CF/LF,24.8,682947,96.0,92.0,103.0,98.0,103.0
1860,Jose Ramos,LAD,RF/CF/LF,24.8,682947,96.0,91.0,105.0,98.0,103.0
1861,Jose Ramos,LAD,RF/CF/LF,24.8,682947,96.0,91.0,103.0,98.0,103.0
1862,Damon Keith,LAD,RF/LF,25.4,701618,96.0,93.0,107.0,101.0,94.0
1863,Josue De La Paula,LAD,LF/RF,20.4,800543,99.0,118.0,102.0,112.0,102.0
1864,Zyhir Hope,LAD,RF/LF/CF,20.8,814307,97.0,104.0,109.0,107.0,109.0
1865,Mike Sirota,LAD,CF/RF/LF,22.4,701527,96.0,116.0,,98.0,75.0
1866,Kendall George,LAD,CF/LF,21.0,806077,102.0,119.0,86.0,150.0,105.0
1867,Zach Ehrhard,LAD,RF/LF/CF,22.8,701394,100.0,115.0,103.0,115.0,109.0
1868,Eduardo Quintero,LAD,CF/RF/LF,20.1,808234,99.0,116.0,116.0,126.0,110.0
1869,Charles Davalan,LAD,CF/LF/2B,21.9,804560,,,,,
1870,Landyn Vidourek,LAD,RF/LF/CF,22.0,811716,95.0,,,,
1871,Samuel Munoz,LAD,LF/CF/RF,21.1,703153,98.0,109.0,104.0,109.0,110.0
1872,Jaron Elkins,LAD,RF/CF/LF,21.0,814696,101.0,87.0,105.0,144.0,113.0
1873,Ching-Hsien Ko,LAD,LF/CF/RF,19.2,828667,101.0,,,91.0,
1874,Brendan Tunink,LAD,CF/LF/RF,20.1,815665,,,,,
1875,Elias Medina,LAD,RF/LF/2B,20.0,808257,,,,,
1876,Agustin Acosta,LAD,CF/RF/LF,21.2,802528,,,,,
1877,Erny Orellana,LAD,RF/LF/CF,18.7,821786,,,,,
1878,Jackson Chourio,MIL,RF/LF/CF,21.6,694192,103.0,98.0,112.0,114.0,120.0
1879,Brice Turang,MIL,2B/SS,26.0,668930,103.0,,,106.0,125.0
1880,William Contreras,MIL,C,27.9,661388,,,,93.0,122.0
1881,Christian Yelich,MIL,LF/RF,33.9,592885,,,,99.0,123.0
1882,Andrew Vaughn,MIL,1B,27.6,683734,101.0,,,82.0,123.0
1883,Sal Frelick,MIL,CF/RF/LF,25.5,686217,105.0,,81.0,104.0,119.0
1884,Caleb Durbin,MIL,3B/2B/SS,25.7,702332,104.0,135.0,102.0,116.0,117.0
1885,Jake Bauers,MIL,1B/RF/LF,30.1,641343,99.0,,,106.0,100.0
1886,Joey Ortiz,MIL,SS/3B/2B,27.3,687401,111.0,101.0,103.0,102.0,121.0
1887,Jeferson Quero,MIL,C,23.1,691620,108.0,104.0,102.0,88.0,94.0
1888,Andruw Monasterio,MIL,SS/2B/1B,28.4,655316,103.0,110.0,98.0,108.0,104.0
1889,Isaac Collins,MIL,LF/RF,28.3,686555,103.0,122.0,108.0,111.0,114.0
1890,Blake Perkins,MIL,CF/RF/LF,29.1,663368,97.0,106.0,104.0,109.0,87.0
1891,Rhys Hoskins,MIL,1B,32.6,656555,97.0,,,90.0,104.0
1892,Matthew Wood,MIL,C,24.7,687783,101.0,125.0,96.0,91.0,98.0
1893,Nick Kahle,MIL,C,27.7,685277,99.0,99.0,93.0,79.0,
1894,Darrien Miller,MIL,C,24.7,687152,97.0,118.0,100.0,89.0,92.0
1895,Andrick Nava,MIL,C,24.1,682774,103.0,106.0,95.0,83.0,
1896,Marco Dinges,MIL,C,22.3,701392,100.0,107.0,115.0,90.0,89.0
1897,Blayberg Diaz,MIL,C/1B,22.8,691600,106.0,91.0,87.0,88.0,85.0
